,_id,tweet_id,tweet,image_url,s3_url,tweet_url,user_id,timestamp_of_creation,language,reply,repost,timestamp_of_scraping,type,search,content_type,conversation_id,date,geo,hashtags,likes_count,mentions,name,near,place,quote_url,replies_count,retweet_date,retweet_id,retweets_count,source,time,timezone,trans_dest,trans_src,translate,urls,user_rt,user_rt_id,username,video,date_created,time_created
705615,61dfe03c381ccca3ef99c74d,1444622504471908356,@HarshdeepKaur @ApekshaRaut22 @RochakTweets @guggss @MTVIndia So beautiful 💘,[],,https://twitter.com/Yogeshwari222/status/1444622504471908356,1304722419379130368,2021-10-03 16:46:59 IST,en,"[{'screen_name': 'HarshdeepKaur', 'name': 'Harshdeep Kaur', 'id': '115621365'}, {'screen_name': 'RochakTweets', 'name': 'Rochak Kohli', 'id': '111281717'}, {'screen_name': 'guggss', 'name': 'Gurpreet Saini', 'id': '2827677631'}, {'screen_name': 'MTVIndia', 'name': 'MTV India', 'id': '16507391'}]",False,20220113134804,reply,HarshdeepKaur,text,1444564008682463238,,,[],1.0,[],yo_yo,,,,0.0,,,0.0,,,+0530,,,,[],,,yogeshwari222,0.0,2021-10-03,16:46:59
467714,61d5efea7b77dfb5f288cd9f,1412445246995144705,@_sabanaqvi Why do liberals conscience wakes up after death of anyone wrong..When #PalgharSadhus were lynched or riots took place in #koregaon n plenty of innocent died where was ur conscience..U guys will protect all the wrong n hv super powers to understand they all are not guilty..Chu🤨,[],,https://twitter.com/vipul2777/status/1412445246995144705,320357814,2021-07-06 21:46:03 IST,en,"[{'screen_name': '_sabanaqvi', 'name': 'Saba Naqvi', 'id': '1019469630'}]",False,20220106005218,reply,_sabanaqvi,text,1412261998272802819,,,"['palgharsadhus', 'koregaon']",1.0,[],Crime Master Gogo 🇮🇳,,,,0.0,,,0.0,,,+0530,,,,[],,,vipul2777,0.0,2021-07-06,21:46:03
465897,61d5edec7b77dfb5f288c686,1379437350376284160,@seemagoswami The IITians have already solved it... 😇🤣  Mere mortals are still scratching....,[],,https://twitter.com/Folitics_In/status/1379437350376284160,608270346,2021-04-06 19:44:27 IST,en,"[{'screen_name': 'seemagoswami', 'name': 'Seema Goswami', 'id': '107168854'}]",False,20220106004348,reply,seemagoswami,text,1379330243643666434,,,[],0.0,[],Folitics,,,,0.0,,,0.0,,,+0530,,,,[],,,folitics_in,0.0,2021-04-06,19:44:27
599485,61dd4950b5eb5374b79a4f43,1445209966999076873,@SaiyamiKher I love it 😀,[],,https://twitter.com/Dr_Prakerson/status/1445209966999076873,1308041930,2021-10-05 07:41:21 IST,en,"[{'screen_name': 'SaiyamiKher', 'name': 'Saiyami Kher', 'id': '433553955'}]",False,20220111143936,reply,SaiyamiKher,text,1444682624245518336,,,[],0.0,[],DrTapaprakash,,,,0.0,,,0.0,,,+0530,,,,[],,,dr_prakerson,0.0,2021-10-05,07:41:21
199346,61cab504d94c38b90d830ea1,1321921737215348743,"I haven’t slept ‘last night. I would normally burst into literary or feminist talk on characters when I receive a book copy. Now I’m at that stage of tiredness where I look at this lovely work and think, this kept a roof on my head and put food on the table for a few months.",[],,https://twitter.com/meenakandasamy/status/1321921737215348743,26997136,2020-10-30 02:37:56 IST,en,[],False,20211228122604,handle,meenakandasamy,text,1321918454186782720,,,[],25.0,[],Dr Meena Kandasamy ¦¦ இளவேனில் மீனா கந்தசாமி,,,,1.0,,,0.0,,,+0530,,,,[],,,meenakandasamy,0.0,2020-10-30,02:37:56
492861,61d611ef7b77dfb5f2892fda,1444661236143058949,@sagarikaghose @RahulGandhi @INCIndia @timesofindia @sagarikaghose is a  Sanghi in disguise. She is hellbent to break @INCIndia @RahulGandhi @priyankagandhi,[],,https://twitter.com/BhoreBaba/status/1444661236143058949,2161510758,2021-10-03 19:20:53 IST,en,"[{'screen_name': 'sagarikaghose', 'name': 'Sagarika Ghose', 'id': '56312411'}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': '3171712086'}, {'screen_name': 'INCIndia', 'name': 'Congress', 'id': '1153045459'}, {'screen_name': 'timesofindia', 'name': 'The Times Of India', 'id': '134758540'}]",False,20220106031727,reply,sagarikaghose,text,1444503803093389314,,,[],0.0,"[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}, {'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}, {'screen_name': 'priyankagandhi', 'name': 'priyanka gandhi vadra', 'id': '1094645942735855618'}]",Baba Bhore,,,,0.0,,,0.0,,,+0530,,,,[],,,bhorebaba,0.0,2021-10-03,19:20:53
612282,61dd4f4644d18b16f8e0dc1e,1455936172211916803,@ItsAnuEmmanuel Soo beautiful😍😍😘😘,[],,https://twitter.com/Prajapati6421/status/1455936172211916803,1411251587092152321,2021-11-03 22:03:28 IST,en,"[{'screen_name': 'ItsAnuEmmanuel', 'name': 'Anu Emmanuel', 'id': '743674772941201408'}]",False,20220111150502,reply,ItsAnuEmmanuel,text,1455881242151243777,,,[],0.0,[],Prajapati642,,,,0.0,,,0.0,,,+0530,,,,[],,,prajapati6421,0.0,2021-11-03,22:03:28
680487,61dfd1cdceb7fcd45b985806,1460285515207307270,@priyankauppi Wellcome ❤❣🤩😍☺,[],,https://twitter.com/AjProsanta/status/1460285515207307270,1375080491955625989,2021-11-15 22:06:12 IST,en,"[{'screen_name': 'priyankauppi', 'name': 'Priyanka Upendra', 'id': '448963196'}]",False,20220113124629,reply,priyankauppi,text,1460220080914980864,,,[],1.0,[],Prosanta Acharjee,,,,0.0,,,0.0,,,+0530,,,,[],,,ajprosanta,0.0,2021-11-15,22:06:12
588224,61dd44ddf453ec932bdd8047,1454322017381937159,@Realsonaliraut9 Not beautiful 🙁,[],,https://twitter.com/sameerbtrivedi/status/1454322017381937159,2870251167,2021-10-30 11:09:23 IST,en,"[{'screen_name': 'Realsonaliraut9', 'name': 'Sonali Raut', 'id': '2976247241'}]",False,20220111142037,reply,Realsonaliraut9,text,1454053112457486339,,,[],0.0,[],Sameer Trivedi,,,,0.0,,,0.0,,,+0530,,,,[],,,sameerbtrivedi,0.0,2021-10-30,11:09:23
485546,61d606a17b77dfb5f2891347,1416051422777413636,@Nidhi @bainjal You removed Harvard from bio,[],,https://twitter.com/AshuBishnoi12/status/1416051422777413636,1256203418215034882,2021-07-16 20:35:42 IST,en,"[{'screen_name': 'Nidhi', 'name': 'Nidhi Razdan', 'id': '3184454384'}, {'screen_name': 'bainjal', 'name': 'Swati Chaturvedi', 'id': '89732309'}]",False,20220106022913,reply,Nidhi,text,1415950560226799620,,,[],0.0,[],Ashu ಅಶು tarek fateh ji fan,,,,0.0,,,0.0,,,+0530,,,,[],,,ashubishnoi12,0.0,2021-07-16,20:35:42
405552,61cc32eed6906c4b080238ce,1369788946402664453,@Arun87333605 @SinghJ100 @Rubina96041888 @Human_Spirit007 @TanDhesi we also dont care so buzz off 😂😂😂😂,[],,https://twitter.com/kumarikumari333/status/1369788946402664453,75780723,2021-03-11 04:45:08 IST,en,"[{'screen_name': 'Arun87333605', 'name': '#𝐹𝓇𝑒𝑒𝐻𝒾𝓃𝒹𝓊𝒯𝑒𝓂𝓅𝓁𝑒𝓈', 'id': '1313179842582441984'}, {'screen_name': 'SinghJ100', 'name': 'J Singh', 'id': '1341944913789939712'}, {'screen_name': 'Rubina96041888', 'name': 'Ruby', 'id': '1356671080925196303'}, {'screen_name': 'Human_Spirit007', 'name': 'Suki', 'id': '1854200869'}, {'screen_name': 'TanDhesi', 'name': 'Tanmanjeet Singh Dhesi MP', 'id': '1865540413'}]",False,20211229153534,handle,kumarikumari333,text,1367178472360206339,,,[],0.0,[],tera bhaap,,,,0.0,,,0.0,,,+0530,,,,[],,,kumarikumari333,0.0,2021-03-11,04:45:08
670311,61dfce63546338b7cb761550,1456966077859106822,@thesushmitasen @HappsOfficial_ If class had a face,[],,https://twitter.com/arshada21918736/status/1456966077859106822,831867203163131905,2021-11-06 18:15:56 IST,en,"[{'screen_name': 'thesushmitasen', 'name': 'sushmita sen', 'id': '84554399'}, {'screen_name': 'HappsOfficial_', 'name': 'Happenstance', 'id': '1209078422900629506'}]",False,20220113123155,reply,thesushmitasen,text,1456964984529952778,,,[],0.0,[],arshad ali,,,,0.0,,,0.0,,,+0530,,,,[],,,arshada21918736,0.0,2021-11-06,18:15:56
653158,61dfc4fde7dfd99c9f9f6d54,1424948124733251590,@ItsAnuEmmanuel Your photo nise 🥰🥰🥰,[],,https://twitter.com/Mohamme10143672/status/1424948124733251590,1390219981795717120,2021-08-10 09:48:01 IST,en,"[{'screen_name': 'ItsAnuEmmanuel', 'name': 'Anu Emmanuel', 'id': '743674772941201408'}]",False,20220113115149,reply,ItsAnuEmmanuel,text,1424699589341245446,,,[],0.0,[],Mohammed Nihal,,,,0.0,,,0.0,,,+0530,,,,[],,,mohamme10143672,0.0,2021-08-10,09:48:01
507371,61dbeb18bd8f3c7ddb346a28,982279355731730432,@SheenaChohan Give me,[],,https://twitter.com/beardbali/status/982279355731730432,2332049514,2018-04-06 21:00:22 IST,en,"[{'screen_name': 'SheenaChohan', 'name': 'Sheena Chohan', 'id': '382177268'}]",False,20220110134520,reply,SheenaChohan,text,982252085818224641,,,[],0.0,[],TANAJII HOLAM,,,,0.0,,,0.0,,,+0530,,,,[],,,beardbali,0.0,2018-04-06,21:00:22
96511,61c1edbced35dab7b3745c30,1373697264871411712,@ExternalSpyfox @inversewyd I have a clip of him saying he’s going to r*pe some1s mom,[],,https://twitter.com/uhhzxn/status/1373697264871411712,1087192471380152322,2021-03-21 23:35:24 IST,en,"[{'screen_name': 'inversewyd', 'name': 'inversewyd', 'id': '1387384803507544070'}]",False,20211221203740,keyword,Rape/R@pe/R@p3,text,1373696376006119425,,,[],2.0,[],ZXN🎸💫,,,,2.0,,,0.0,,,+0530,,,,[],,,uhhzxn,0.0,2021-03-21,23:35:24
730278,61dfec4ae7dfd99c9f9fac7e,1446241866295427075,@JemiRodrigues Good to see u back in Blue!!!,[],,https://twitter.com/cubical/status/1446241866295427075,16330850,2021-10-08 04:01:45 IST,en,"[{'screen_name': 'JemiRodrigues', 'name': 'Jemimah Rodrigues', 'id': '1051887911069732865'}]",False,20220113143929,reply,JemiRodrigues,text,1446142519583010819,,,[],0.0,[],cubical/kizhatil,,,,0.0,,,0.0,,,+0530,,,,[],,,cubical,0.0,2021-10-08,04:01:45
725947,61dfea5f71efe70aed9c94ca,1463589277883777036,@iamkamyapunjabi @ColorsTV @SimbaNagpal7 We love him and will always do coz he is worthy of this love. This eviction is Unfair and the prop they used for his exit is not acceptable and totally wrong. This is heartbreaking for his fans and mother who are watching this show 💔,[],,https://twitter.com/Simba_x_star007/status/1463589277883777036,1445273562323980289,2021-11-25 00:54:10 IST,en,"[{'screen_name': 'iamkamyapunjabi', 'name': 'Kamya Shalabh Dang', 'id': '2286516338'}, {'screen_name': 'ColorsTV', 'name': 'ColorsTV', 'id': '18238260'}, {'screen_name': 'SimbaNagpal7', 'name': 'Simba Nagpal', 'id': '1437709925442998272'}]",False,20220113143119,reply,iamkamyapunjabi,text,1463587015388131328,,,[],2.0,[],Simbanagpal_,,,,0.0,,,1.0,,,+0530,,,,[],,,simba_x_star007,0.0,2021-11-25,00:54:10
734447,61dfee4b381ccca3ef99d939,1165508425318449152,@suza888 Cute,[],,https://twitter.com/SfcNagaraj/status/1165508425318449152,1094590300566126592,2019-08-25 11:47:17 IST,en,"[{'screen_name': 'suza888', 'name': 'suza kumar', 'id': '181226919'}]",False,20220113144803,reply,suza888,text,1165508241805021184,,,[],0.0,[],❤️MP SFC nagaraj💪🏻,,,,0.0,,,0.0,,,+0530,,,,[],,,sfcnagaraj,0.0,2019-08-25,11:47:17
696750,61dfdbd7381ccca3ef99c037,1265320493823021057,"@aartichabria I'm on a joy ride with you each day more, today more than yesterday and less than tomorrow. #aartichabria #aartichabriafans #aartichabriafc 😘💖🤗  https://t.co/W8pneqRE4i",['https://pbs.twimg.com/media/EY9SQMXWoAEwNoo.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/838bf30d-5f54-4f97-a39a-a0ef5b2e6175,https://twitter.com/aartichabriafc/status/1265320493823021057,800696520957825025,2020-05-26 22:04:48 IST,en,[],False,20220113132919,reply,aartichabria,image,1265320493823021057,,,"['aartichabria', 'aartichabriafans', 'aartichabriafc']",1.0,[],Aarti Chabria FC,,,,0.0,,,0.0,,,+0530,,,,[],,,aartichabriafc,1.0,2020-05-26,22:04:48
426280,61d5a0167b77dfb5f2882bc5,1476422454029422594,@khanumarfa What about people spreading t€ππorism on the name of religion,[],,https://twitter.com/TrulyMM/status/1476422454029422594,1399193949743448069,2021-12-30 10:48:38 IST,en,"[{'screen_name': 'khanumarfa', 'name': 'Arfa Khanum Sherwani', 'id': '113571686'}]",False,20220105191142,reply,khanumarfa,text,1476421861319737344,,,[],9.0,[],🇮🇳˥ᴉHoW ∀ɹʇoHƖɐW🇮🇳 मोहिल मल्होत्रा 🇮🇳,,,,0.0,,,0.0,,,+0530,,,,[],,,trulymm,0.0,2021-12-30,10:48:38
640209,61dd5c27a46a0340e21da7c4,1363385449327206403,@AyeshaShroff wow gorgeous,[],,https://twitter.com/rizwan0007nok/status/1363385449327206403,2461561742,2021-02-21 12:39:56 IST,en,"[{'screen_name': 'AyeshaShroff', 'name': 'Ayesha Shroff', 'id': '340735969'}]",False,20220111155959,reply,AyeshaShroff,text,1362945352966365186,,,[],0.0,[],rizwan,,,,0.0,,,0.0,,,+0530,,,,[],,,rizwan0007nok,0.0,2021-02-21,12:39:56
730566,61dfec63e7dfd99c9f9face5,1446070364698656776,"@JemiRodrigues talented cricketer have shown superb shots, running between wickets and maintaining consistent run rate despite losing wickets.",[],,https://twitter.com/orampach/status/1446070364698656776,1141570016,2021-10-07 16:40:16 IST,en,[],False,20220113143955,reply,JemiRodrigues,text,1446070364698656776,,,[],1.0,[],Chakra💉💉😷,,,,0.0,,,0.0,,,+0530,,,,[],,,orampach,0.0,2021-10-07,16:40:16
339432,61cbf77aff6b33cc67216c97,1429367533019271169,Do not spread fake news  there is no govt guidelines of rescue based on religion.  @Uppolice @HMOIndia,[],,https://twitter.com/NRIwith/status/1429367533019271169,1131548255479664642,2021-08-22 14:29:10 IST,en,[],False,20211229112154,handle,NRIwith,text,1429367533019271169,,,[],1.0,"[{'screen_name': 'uppolice', 'name': 'up police', 'id': '1271749327'}, {'screen_name': 'hmoindia', 'name': 'गृहमंत्री कार्यालय, hmo india', 'id': '2541363451'}]",NRI BUT DIL MAI AKHAND BHARAT,,,https://twitter.com/maheshperi/status/1428926165440352260,0.0,,,0.0,,,+0530,,,,[],,,nriwith,0.0,2021-08-22,14:29:10
383175,61cc296be2916442f0059782,1391737728086155267,@yorgunplakk You 🐖 can only behead kafir .pissfull haha,[],,https://twitter.com/Alchemist_2050/status/1391737728086155267,1363472780226826252,2021-05-10 18:21:46 IST,en,"[{'screen_name': 'yorgunplakk', 'name': 'yorgun plak', 'id': '1297267828974919689'}]",False,20211229145458,keyword,pissfull,text,1391591332070711296,,,[],0.0,[],Sherlock Holmes✂️,,,,0.0,,,0.0,,,+0530,,,,[],,,alchemist_2050,0.0,2021-05-10,18:21:46
460369,61d5e6677b77dfb5f288b0ee,1469002170921934850,@bprerna @adgpi requesting to Hunt her down ! This Bigot is seriously compromising the National Morale of the Country ! Requesting to Bring her to Justice ! @rajnathsingh  @AmitShahOffice  @rashtrapatibhvn,[],,https://twitter.com/Rajdeep31820024/status/1469002170921934850,1359476127169802241,2021-12-09 23:23:04 IST,en,"[{'screen_name': 'bprerna', 'name': 'Dr. Prerna Bakshi', 'id': '1254436688'}]",False,20220106001143,reply,bprerna,text,1468843930213285891,,,[],0.0,"[{'screen_name': 'rajnathsingh', 'name': 'rajnath singh', 'id': '1346439824'}, {'screen_name': 'amitshahoffice', 'name': 'office of amit shah', 'id': '4306715188'}, {'screen_name': 'rashtrapatibhvn', 'name': 'president of india', 'id': '885487044243238912'}]",Raa Agent,,,,0.0,,,0.0,,,+0530,,,,[],,,rajdeep31820024,0.0,2021-12-09,23:23:04
97457,61c1f103ed35dab7b3745fe2,1354461003384315904,"just finished my perfect combo. not my cup of tea, it’d be really great without the r*pe part, i think it’s really unnecessary",[],,https://twitter.com/mogyums/status/1354461003384315904,1302660841536282624,2021-01-27 21:37:22 IST,en,[],False,20211221205139,keyword,Rape/R@pe/R@p3,text,1354461003384315904,,,[],0.0,[],★,,,,0.0,,,0.0,,,+0530,,,,[],,,mogyums,0.0,2021-01-27,21:37:22
575195,61dd3fe6b5eb5374b79a4040,985191228231778306,@RochelleMRao lovely....,[],,https://twitter.com/SapneswariM/status/985191228231778306,943307325216931840,2018-04-14 21:51:07 IST,en,"[{'screen_name': 'RochelleMRao', 'name': 'Rochelle Rao Sequeira', 'id': '328996951'}]",False,20220111135926,reply,RochelleMRao,text,985178156800921601,,,[],0.0,[],sapneswari marndi,,,,0.0,,,0.0,,,+0530,,,,[],,,sapneswarim,0.0,2018-04-14,21:51:07
345114,61cbfa7834ebea570c110fc0,1223205275328532482,What to a Brit is the 31st of January... :(  https://t.co/hMFxjHBnwM,[],,https://twitter.com/NitashaKaul/status/1223205275328532482,124308576,2020-01-31 16:53:58 IST,en,[],False,20211229113440,handle,NitashaKaul,text,1223205275328532482,,,[],3.0,[],Dr Nitasha Kaul,,,,0.0,,,1.0,,,+0530,,,,['https://www.independent.co.uk/news/world/europe/brexit-brussels-lights-up-main-square-union-jack-colours-festival-british-sherlock-holmes-a9310286.html?utm_medium=Social&utm_source=Facebook#Echobox=1580460910'],,,nitashakaul,0.0,2020-01-31,16:53:58
523683,61dc0d2b11ae5ace4fb52c4e,1465521879985311748,"@YoursEesha Beautiful, darling",[],,https://twitter.com/Hossen88Billal/status/1465521879985311748,1452172972756721667,2021-11-30 08:53:38 IST,en,"[{'screen_name': 'YoursEesha', 'name': 'Eesha Rebba', 'id': '173816019'}]",False,20220110161043,reply,YoursEesha,text,1465291732967321602,,,[],0.0,[],Bilal Hossen,,,,0.0,,,0.0,,,+0530,,,,[],,,hossen88billal,0.0,2021-11-30,08:53:38
501658,61dbdc7f2bfe073d55021703,1455494823461285890,@subhashreesotwe @iamsrk Happy birthday sir....,[],,https://twitter.com/Murseli45941329/status/1455494823461285890,1446771536438992898,2021-11-02 16:49:42 IST,en,"[{'screen_name': 'subhashreesotwe', 'name': 'Subhashree Ganguly', 'id': '411351121'}, {'screen_name': 'iamsrk', 'name': 'Shah Rukh Khan', 'id': '101311381'}]",False,20220110124303,reply,subhashreesotwe,text,1455417900030857216,,,[],0.0,[],Murselim,,,,0.0,,,0.0,,,+0530,,,,[],,,murseli45941329,0.0,2021-11-02,16:49:42
422816,61d599dd7b77dfb5f2881e3d,1417877099625340930,@SafooraZargar Secular greetings....Be safe 😷...  https://t.co/zBPhq10hfT,['https://pbs.twimg.com/media/E61Ps9IUUAMeWgS.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/3e46ba90-d77e-49ef-966a-8932a9e7d226,https://twitter.com/VinodBhandara/status/1417877099625340930,166118734,2021-07-21 21:30:18 IST,en,"[{'screen_name': 'SafooraZargar', 'name': 'Safoora Zargar', 'id': '1103783143'}]",False,20220105184509,reply,SafooraZargar,image,1417873361087074306,,,[],0.0,[],Vinod Bhandari,,,,0.0,,,0.0,,,+0530,,,,[],,,vinodbhandara,1.0,2021-07-21,21:30:18
186295,61caae55104f2820812c4c5b,1345036288806666240,@BhatiaCrish Good for you,[],,https://twitter.com/Anu_2208/status/1345036288806666240,1138400522862391297,2021-01-01 21:26:55 IST,en,"[{'screen_name': 'BhatiaCrish', 'name': 'Crish Bhatia 🇮🇳', 'id': '1207319488313487361'}]",False,20211228115733,handle,Anu_2208,text,1345032602432933894,,,[],0.0,[],𝓓𝓻 𝓐𝓷𝓾𝓹𝓪𝓶 𝓢𝓲𝓷𝓰𝓱,,,,0.0,,,0.0,,,+0530,,,,[],,,anu_2208,0.0,2021-01-01,21:26:55
548688,61dd3570f453ec932bdd7091,1103474675349360640,@anishapadukone Wut a dramatic win lol,[],,https://twitter.com/pika_pikkaa/status/1103474675349360640,973836238582005760,2019-03-07 07:27:18 IST,en,"[{'screen_name': 'anishapadukone', 'name': 'Anisha Padukone', 'id': '148379970'}]",False,20220111131448,reply,anishapadukone,text,1103473903530213376,,,[],0.0,[],ѕнweтa☾︎,,,,0.0,,,0.0,,,+0530,,,,[],,,pika_pikkaa,0.0,2019-03-07,07:27:18
438747,61d5c1e87b77dfb5f2885c78,1368962672704823300,@IJaising He looks fit enough. Throw this Naxal back in jail.,[],,https://twitter.com/NoEasyWayOut6/status/1368962672704823300,1182234131851165696,2021-03-08 22:01:49 IST,en,"[{'screen_name': 'IJaising', 'name': 'Indira Jaising', 'id': '1243126304'}]",False,20220105213600,reply,Ijaising,text,1368264595656171521,,,[],0.0,[],Ram,,,,0.0,,,0.0,,,+0530,,,,[],,,noeasywayout6,0.0,2021-03-08,22:01:49
23063,61c0329c17fcfb7427fa576c,1455137333456486413,@KapilMishra_IND @LtGovDelhi @ArvindKejriwal @CPDelhi 👏 @DelhiPolice is Under @HMOIndia   @BJP4India is propagating #Zihad  and a open war against Hindus and these so called constitutional agencies are being used as a toolkit for the same...  #SaveHindus   #PseudoHindus @BJP4India @RSSorg,[],,https://twitter.com/I_KundanTiwari/status/1455137333456486413,712665464636190723,2021-11-01 17:09:10 IST,en,"[{'screen_name': 'KapilMishra_IND', 'name': 'Kapil Mishra', 'id': '31656892'}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': '815473030868545537'}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': '405427035'}, {'screen_name': 'CPDelhi', 'name': 'CP Delhi #DilKiPolice', 'id': '626218913'}]",False,20211220130700,hashtag,pseudohindus,text,1455119393076113410,,,"['zihad', 'savehindus', 'pseudohindus']",0.0,"[{'screen_name': 'delhipolice', 'name': '#delhipolice', 'id': '1850705408'}, {'screen_name': 'hmoindia', 'name': 'गृहमंत्री कार्यालय, hmo india', 'id': '2541363451'}, {'screen_name': 'bjp4india', 'name': 'bjp', 'id': '207809313'}, {'screen_name': 'bjp4india', 'name': 'bjp', 'id': '207809313'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}]",श्रीकृष्णस्यदासोऽस्म्यहम् 'कुन्दनः',,,,0.0,,,0.0,,,+0530,,,,[],,,i_kundantiwari,0.0,2021-11-01,17:09:10
534493,61dc1fc211ae5ace4fb55688,1379339710280183808,"@KhushaliKumar Insta Story 🥳🤗 #MaiHeroBollRahaHu #ParthSamthaan  MHBRH Trailer Out 👇👇👇🥳🥳  Watch,Like, Comment, Share    https://t.co/pltuRBJdyC  https://t.co/qYyMYEMIJL",['https://pbs.twimg.com/media/EyRmJ-7UcAUEqt9.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/94a29647-8371-4430-87f0-3e300e6629ad,https://twitter.com/Rashii68/status/1379339710280183808,1040881753055870976,2021-04-06 13:16:28 IST,en,[],False,20220110173002,reply,KhushaliKumar,image,1379339710280183808,,,"['maiherobollrahahu', 'parthsamthaan']",2.0,[],Rashi 🙋,,,,0.0,,,2.0,,,+0530,,,,['https://youtu.be/TJS_tdgRPQg'],,,rashii68,1.0,2021-04-06,13:16:28
659525,61dfc8f9ceb7fcd45b9846b9,1247710147146850305,@RangitaNandy @IamKirtiKulhari @PritishNandyCom @PritishNandy @4moreshotspls @PrimeVideoIN @nupurasthana Hope someday shareholders also rejoice,[],,https://twitter.com/CDaga81/status/1247710147146850305,977208912616263680,2020-04-08 07:47:35 IST,en,"[{'screen_name': 'RangitaNandy', 'name': 'Rangita PritishNandy', 'id': '38617902'}, {'screen_name': 'IamKirtiKulhari', 'name': 'Kirti Kulhari', 'id': '2313617522'}, {'screen_name': 'PritishNandyCom', 'name': 'PNC', 'id': '602063509'}, {'screen_name': 'PritishNandy', 'name': 'Pritish Nandy', 'id': '52339151'}, {'screen_name': '4moreshotspls', 'name': '4moreshotspls', 'id': '1067826387761995777'}, {'screen_name': 'PrimeVideoIN', 'name': 'amazon prime video IN', 'id': '758172291754823680'}, {'screen_name': 'nupurasthana', 'name': 'nupur asthana', 'id': '133631986'}]",False,20220113120849,reply,RangitaNandy,text,1247515824564228099,,,[],0.0,[],CDaga,,,,0.0,,,0.0,,,+0530,,,,[],,,cdaga81,0.0,2020-04-08,07:47:35
480037,61d5ffde7b77dfb5f288fdc2,1419698146637062146,@salonayy beautiful show you'll love it,[],,https://twitter.com/gordonramashray/status/1419698146637062146,1189427679344283648,2021-07-26 22:06:29 IST,en,"[{'screen_name': 'salonayy', 'name': 'sal 🍓', 'id': '207880514'}]",False,20220106020021,reply,salonayy,text,1419691331153137664,,,[],1.0,[],gordon,,,,1.0,,,0.0,,,+0530,,,,[],,,gordonramashray,0.0,2021-07-26,22:06:29
640831,61dd5c596e63a448e6f342aa,1352323079142211584,@DipaKarmakar @BjpBiplab @tripura_cmo @IndiaSports Congratulations...,[],,https://twitter.com/rgd16/status/1352323079142211584,140741685,2021-01-22 00:02:01 IST,en,"[{'screen_name': 'DipaKarmakar', 'name': 'Dipa Karmakar', 'id': '765006076848640000'}, {'screen_name': 'BjpBiplab', 'name': 'Biplab Kumar Deb', 'id': '725003596811620353'}, {'screen_name': 'tripura_cmo', 'name': 'CMO Tripura', 'id': '1174246363070115840'}, {'screen_name': 'IndiaSports', 'name': 'Dept of Sports MYAS', 'id': '742306410092990464'}]",False,20220111160048,reply,DipaKarmakar,text,1352262494547451911,,,[],0.0,[],Rajnikant Dolkar,,,,0.0,,,0.0,,,+0530,,,,[],,,rgd16,0.0,2021-01-22,00:02:01
69884,61c1dd1278e60889d95c643c,1444006606828572678,@bpdbrat_666 obviously they'll do forgot about Dre &amp; Bitch Please 2,[],,https://twitter.com/twat_nut/status/1444006606828572678,1040583663384182784,2021-10-01 23:59:38 IST,en,"[{'screen_name': 'bpdbrat_666', 'name': 'Nora 🕷', 'id': '1432028409471938565'}]",False,20211221192634,keyword,Bitch,text,1443933308061106181,,,[],0.0,[],Twat Nut,,,,0.0,,,0.0,,,+0530,,,,[],,,twat_nut,0.0,2021-10-01,23:59:38
434098,61d5b4a37b77dfb5f2884a4f,1461751345011060747,"@MahuaMoitra But Madam, farmers were in fields because of whom we've been eating even when Aandolanjeevis are out on the road. Sanskrit doesn't make u intelligent. Sanskar does.",[],,https://twitter.com/vikhare7/status/1461751345011060747,64199559,2021-11-19 23:10:53 IST,en,"[{'screen_name': 'MahuaMoitra', 'name': 'Mahua Moitra', 'id': '426431202'}]",False,20220105203923,reply,MahuaMoitra,text,1461551385934065671,,,[],1.0,[],vivekK,,,,0.0,,,0.0,,,+0530,,,,[],,,vikhare7,0.0,2021-11-19,23:10:53
84394,61c1e269837af577b293092a,1363863001166618626,@SAB89090932 @PatrioticChip @NaveenAmbedkar4 @Swamy39 That is why their brigarade paraded in 1963 Republic day parade...invitation sent by sickular nehru 🤣🤣,[],,https://twitter.com/kunal787deka/status/1363863001166618626,3101631392,2021-02-22 20:17:33 IST,en,"[{'screen_name': 'SAB89090932', 'name': 'SAB', 'id': '947066379764621312'}, {'screen_name': 'PatrioticChip', 'name': 'Save India from BJP', 'id': '843866900614410240'}, {'screen_name': 'NaveenAmbedkar4', 'name': 'Naveen Ambedkar', 'id': '1362406107012952065'}, {'screen_name': 'Swamy39', 'name': 'Subramanian Swamy', 'id': '60937837'}]",False,20211221194921,keyword,sickular,text,1363796500556357633,,,[],0.0,[],$uMou,,,,1.0,,,0.0,,,+0530,,,,[],,,kunal787deka,0.0,2021-02-22,20:17:33
