,tweet_id,tweet,image_url,content_type,lang
4,1288539516291047424, https://t.co/3QqfsTS3zo தான் வசிக்கும் அப்பார்ட்மென்டில் உள்ளவர்களால் வனிதாவுக்கு ஏற்பட்ட பரிதாபம்... #RheaChakraborty #AjithismCDPOnJuly26 #VaathiComing #HappyBirthdaySuriya  #28YrsOfAjithismCDPBlast #VanithaApologise #Vanitha #MeeraMitun #ThalaAjth #ValimaiPanIndianRelease  https://t.co/QSpgvE4ICo,['https://pbs.twimg.com/media/EeHP1WzU8AIaLPl.png'],image,ta
5,1243409916922118144,நடிகை ரியா சக்ரபோர்த்தி-யின் லேட்டஸ்ட் ஹாட் புகைப்படங்கள் #cinema_news #RheaChakraborty    https://t.co/fba0PHKxgK,[],text,ta
6,1111982572622491654,"""திமுகவின் தீண்டாமை""   தருமபுரி , சேலம், மயிலாடுதுறை பாராளமன்ற தொகுதியில் கிராமங்களுக்கு பிரச்சாரத்துக்கு செல்லும் வாகனங்களில் ""விசிக"" கொடியை புறக்கணிக்கத்துள்ளது திமுக.  விசிகவினர் கடும் அதிருப்தி 😊",[],text,ta
7,1339910913818648577,"நடிகைகள் கைது, ரெய்டு, விசாரணை.. 2020-ல் சினிமாவில் பரபரப்பை ஏற்படுத்திய போதை பொருள் வழக்கு!   https://t.co/2PEmy8RAEr #rheachakraborty #drugcase #2021ahead #yearender2020",[],text,ta
8,1112048166675857408,எல்லா கட்சிகளும் அயோக்கிய பயல்கள் .. அவர்கள் கூட்டணி வைக்கிறார்கள் … நங்கள் அப்படியில்லை நாங்கள் தனித்து நிற்கிறோம் … என்று பெருமை பேசுகிறார் அண்ணன் சீமான்   வீடு இருக்கிறவன் வீட்டுக்கு பூட்டு போட நினைப்பான் .....  https://t.co/88L6GO2qF0,[],text,ta
9,1111862713259573248,அன்புமணி ராமதாஸ் வார்டு கவுன்சிலர் ஆவதற்கு கூட லாயக்கில்லை - உதயநிதி   பூகம்பம் வந்து நீ துர்காவுக்கு பிறக்காம இருந்திருந்தா உன்னை நயன்தாரா இல்ல … பறவை  முனியம்மா கூட திரும்பி  பார்த்திருக்காது … நீயெல்லாம் பேசற,[],text,ta
10,1111862318844006400,துரைமுருகன்  சம்மந்தப்பட்ட இடங்களில் நேத்து இரவு முதல் ரெயிடு நடந்துட்டு இருக்கு …. அதிகாரிகள் வந்தார்கள் வெளியே அனுப்பிட்டோம்னு கதை விட்டுட்டு சுத்துறானுங்க  உ பி க்கள் … சரி எதுவுமே ஆகாதது மாதிரி துரைமுருகனை...  https://t.co/ZP3AqK8s64,[],text,ta
11,1282556282356895744,Sushant-தை கௌரவப்படுத்திய சொந்த ஊர்மக்கள் | அழிக்கமுடியாத ராஜமரியாதை | Emotional Video  #SushantSingRajput #SushantInOurHeartsForever #SushantSinghRajpoot #Patna #KaranJohar #Salman #Sooraj #RheaChakraborty   Full Video👉  https://t.co/7hFPnSOyyn  https://t.co/vXNX2JGO7I,['https://pbs.twimg.com/media/EcyOIsXUEAATL21.jpg'],image,ta
12,1279808254940286976,லாக்டவுனில் சுஷாந்த் வீட்டில் இருந்த நடிகை ! வைரலாகும் வீடியோக்கள் #SushanthSinghRajput #RheaChakraborty #SushantInOurHeartsForever   https://t.co/E4cWSkrcyd,[],text,ta
13,1111836961382248450,சார் சீமான் சார்.. புடிச்சு வெச்சுக்கிட்டு விட மாட்டேங்கிறாங்க சார் 😂😂😂  https://t.co/WxfqPCVlMB,[],text,ta
14,1111885941742948353,துரைமுருகன் வீட்டில் ரூபாய் பத்து லட்சம் பறிமுதல் - செய்தி   ஒரு மாத  லிப்ஸ்டிக்  செலவு போச்சே,[],text,ta
15,1334773418135150595,இணைய தள தேடுதலில் முதலிடம் பிடித்த நடிகர்.. 3வது இடம்பிடித்த காதல் நடிகை... #RheaChakraborty #SushantSinghRajput   https://t.co/KhQidMpTFG,[],text,ta
16,1111633075144921089,AMMK - SDPI கூட்டணி அரசியலுக்கான கூட்டணி இல்லை. உணர்வுபூர்வமான கூட்டணி.   டிடிவி தினகரன்,[],text,ta
17,1112058774062354434,அண்ணா தி மு க வை விமர்சித்தி விட்டு  அவர்களுடனேயே கூட்டணி வைத்துள்ள அன்புமணி இராமதாஸ் மண்டியிட்ட மாங்காய் என்றால் … கவுன்சிலர் லீலாவதியை படுகொலை செய்த படுபாதகர்களுடன் அதே மதுரையில் கூட்டணி கோர்த்து வாக்கு  சேகரிக்கும் டோலர்களை ஊ#பி  விட்ட உண்டியல் என்று விமர்சிக்கலாமா ?,[],text,ta
18,1111632076552503298,அண்ணா தி மு க திறந்து விடப்பட்ட சர்க்கஸ் கம்பெனி - கி வீரமணி   ரிங்மாஸ்டர் ஓசி  சோறு போட்டா அங்கையும் தானே  போய் நிக்க போற,[],text,ta
19,1111883263453335552,"மிஸ்டர் ராதாரவி , சுடலை போன்ற தற்குறிகள் உங்களை கேள்வி கேட்க தகுதியில்லை என்று தான் சொல்கிறோம் , அது ஒட்டு மொத்த தி மு க கும்பலுக்கும் தகுதியில்லை என்பதன் அடிபடப்பையில் , மற்றபடி நயன்தாராவெல்லாம் சீதையாக...  https://t.co/msl2UqvKZi",[],text,ta
20,1284815229625475072,"மாட்டினார்கள் ‘கற்பழிப்பு, கொலை ‘மிரட்டல் விட்டவர்கள்.! நடிகை நிம்மதி.! via @devimani  https://t.co/waqdORmWGX #twobooked #sendingobscene #threatening #RheaChakraborty",[],text,ta
21,1111632772156850180,ராமநாதபுரத்தில் தற்பொழுது நடந்துக்க கொண்டிருக்கும் பிரச்சாரக் கூட்டத்தில் கர்பிணிப் பெண் என்பதற்கு பதிலாக கற்பனைப் பெண் என்று உளறிய சுடலை …. …   ஈஸ்வரா ….. இதுக்கு ஒரு முடிவே இல்லையா,[],text,ta
22,1275756461998501889,71 வயது தயாரிப்பாளருடன் நெருக்கமாக இருந்த ரியா சக்ரபோர்த்தி! சூடு பிடிக்கும் சுஷாந்த் தற்கொலை விவகாரம்!  #SushantSingh #RheaChakraborty    https://t.co/9dvaNgc0wb,[],text,ta
23,1112007553771286528,டேய் நாங்க சைவர்கள் டா … நாங்க எப்படா ஹிந்துவானோம் … அப்படின்னு முழுதியை மடக்கி உறுமும் அண்ணன் சீமான் அவர்களின் கனிவான கவனத்திற்கு … நீங்கள் உங்கள் முப்பாட்டன் என்று முழங்கிடும் லிஸ்டில் முக்கியமான நபர்கள்...  https://t.co/ajjiAjzDij,[],text,ta
24,1301932806424076293,சுஷாந்த் சிங் வழக்கு: ரியா சக்ரபோர்த்தியின் சகோதரர் போதைப்பொருள் குற்றச்சாட்டில் கைது #RheaChakraborty #Sushantsinghcase  https://t.co/70GSWtxuGS,[],text,ta
25,1242775588735045632,படுக்கை அறையில் கவர்ச்சி தீ மூட்டும்... ரேகா சக்ரபோர்த்தி..! ஹாட் புகைப்பட தொகுப்பு!  #rheachakraborty #photogallery #actresshot    https://t.co/OZI4hGcoUD,[],text,ta
26,1310258123525910528,போலீசார் தன் வீட்டில் எடுத்த போதை பொருள் ரியா சக்ரபோர்த்திக்கு சொந்தமானது-ரகுல்பிரீத்சிங் வாக்குமூலம் #RakulPreetSingh | #RheaChakraborty  https://t.co/zLHwT625F5,['https://pbs.twimg.com/media/Ei74zNuU8AEAYn1.jpg'],image,ta
27,1301933442213376002,Rhea தம்பி - சுஷாந்த் மேனேஜர் திடீர் கைது? Sushant வழக்கில் புது Twist  Video Link:  https://t.co/QANI7nXFE8  #Biriyani #sushant #RheaChakraborty  https://t.co/5MCYjNqCPT,['https://pbs.twimg.com/media/EhFlecEUwAEO3-T.jpg'],image,ta
28,1111812185460744193,"துரைமுருன்   வீட்டில் வருமான வரித்துறை  சோதனை   80  கிலோ L ""OREAL  லிப்ஸ்டிக்   மற்றும் 40  கிலோ  பாண்ட்ஸ்   பவுடர் …. 2 கிலோ லாக்மீ காஜல் மை  பறிமுதல்",[],text,ta
29,1310247448208572416,போலீசார் தன் வீட்டில் எடுத்த போதை பொருள் ரியா சக்ரபோர்த்திக்கு சொந்தமானது-ரகுல்பிரீத்சிங் வாக்குமூலம் #RakulPreetSingh } #RheaChakraborty  https://t.co/qEN9XzqBc2,[],text,ta
